0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;combo;Biscoito;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;combo;Chocolate;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;furioso;Chocolate;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;furioso;Chocolate;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;furioso;Chocolate;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;furioso;Chocolate;01/01/0001 00:00:00
0;Monica Régia Dias Fr;Rua Ibatiba 124, Ipê;1149764513;dnvsj@jmfkb.com;Black Burguer;Morango;01/01/0001 00:00:00
0;kshvvjd;hgvhnbjm;11111111111111;ma@ma.com;Combo Da Hora;0;Chocolate;8,99;01/01/0001 00:00:00;8,99
0;kshvvjd;hgvhnbjm;11111111111111;ma@ma.com;Combo Da Hora;0;Chocolate;8,99;01/01/0001 00:00:00;8,99
0;oioioi;kwhsdjwgs@jgbv.com;1111111111111111111;ma@ma.com;Black Burguer;0;Biscoito;10,99;01/01/0001 00:00:00;10,99
